Air Force Falcons,Army,N,W,76,65
Air Force Falcons,Citadel,N,W,77,70
Air Force Falcons,Montana State,A,W,86,72
Air Force Falcons,Colorado,H,L,74,89
Air Force Falcons,Jackson State,A,W,76,47
Air Force Falcons,Wichita State,A,L,69,72
Air Force Falcons,Arkansas-Pine Bluff,A,W,65,49
Air Force Falcons,UC-Riverside,H,W,61,53
Air Force Falcons,Florida,N,L,61,78
Air Force Falcons,Richmond,H,L,68,91
Air Force Falcons,Nevada,A,W,78,65
Air Force Falcons,Nevada-Las Vegas,H,L,71,76
Air Force Falcons,Colorado State,H,L,40,79
Air Force Falcons,Boise State,A,W,91,80
Air Force Falcons,New Orleans,A,W,90,48
Air Force Falcons,Wyoming,H,W,57,48
Air Force Falcons,Fresno State,A,W,62,50
Air Force Falcons,San Diego State,A,W,70,67
Air Force Falcons,New Mexico,H,L,58,81
Air Force Falcons,Nevada,H,L,69,74
Air Force Falcons,Nevada-Las Vegas,A,W,71,56
Air Force Falcons,Colorado State,A,L,86,89
Air Force Falcons,Boise State,H,L,65,77
Air Force Falcons,Wyoming,A,W,72,66
Air Force Falcons,Fresno State,H,L,41,56
Air Force Falcons,San Diego State,H,L,51,58
Air Force Falcons,New Mexico,A,W,89,88
Air Force Falcons,Nevada-Las Vegas,H,L,56,72
Air Force Falcons,Hawaii,H,W,69,65
Air Force Falcons,Weber State,H,L,57,78
Akron Zips,Coastal Carolina,H,L,70,74
Akron Zips,Oklahoma State,N,L,65,69
Akron Zips,North Carolina-Asheville,N,W,82,63
Akron Zips,Penn State,N,W,85,60
Akron Zips,Middle Tennessee,A,W,82,77
Akron Zips,Creighton,H,L,61,77
Akron Zips,Detroit Mercy,H,L,73,80
Akron Zips,Arkansas-Pine Bluff,A,W,76,46
Akron Zips,Cleveland State,A,W,87,57
Akron Zips,Texas Southern,A,W,83,68
Akron Zips,Princeton,A,W,62,58
Akron Zips,Coppin State,A,W,91,63
Akron Zips,Western Michigan,A,W,65,43
Akron Zips,Northern Illinois,H,W,68,53
Akron Zips,Ball State,A,W,71,64
Akron Zips,Kent State,H,W,71,67
Akron Zips,Toledo,H,W,71,56
Akron Zips,Buffalo,A,W,68,64
Akron Zips,Bowling Green State,H,W,68,55
Akron Zips,Ohio,A,W,86,72
Akron Zips,Central Michigan,A,W,68,56
Akron Zips,Miami (OH),H,W,54,50
Akron Zips,Eastern Michigan,H,W,70,62
Akron Zips,Bowling Green State,A,W,67,50
Akron Zips,North Dakota State,A,W,68,53
Akron Zips,Ohio,H,W,88,81
Akron Zips,Buffalo,H,L,67,81
Akron Zips,Miami (OH),A,W,72,58
Akron Zips,Kent State,A,L,64,68
Akron Zips,Kent State,N,W,62,59
Akron Zips,Ohio,N,W,65,46
Akron Zips,Virginia Commonwealth,N,L,42,88
Alabama A&M Bulldogs,Iowa State,H,L,40,98
Alabama A&M Bulldogs,Jacksonville State,H,L,61,79
Alabama A&M Bulldogs,Evansville,H,L,46,72
Alabama A&M Bulldogs,Tennessee State,A,L,72,83
Alabama A&M Bulldogs,Mercer,H,L,46,65
Alabama A&M Bulldogs,Vanderbilt,H,L,46,71
Alabama A&M Bulldogs,Missouri State,A,W,59,47
Alabama A&M Bulldogs,Arkansas,N,L,68,95
Alabama A&M Bulldogs,Mississippi State,H,W,59,57
Alabama A&M Bulldogs,Grambling,A,W,78,53
Alabama A&M Bulldogs,Jackson State,A,W,88,87
Alabama A&M Bulldogs,Mississippi Valley State,H,L,68,79
Alabama A&M Bulldogs,Arkansas-Pine Bluff,H,L,61,77
Alabama A&M Bulldogs,Alabama State,A,W,64,57
Alabama A&M Bulldogs,Alcorn State,A,L,59,69
Alabama A&M Bulldogs,Southern,A,L,68,82
Alabama A&M Bulldogs,Texas Southern,H,L,56,89
Alabama A&M Bulldogs,Prairie View,H,L,46,65
Alabama A&M Bulldogs,Mississippi Valley State,A,W,65,64
Alabama A&M Bulldogs,Arkansas-Pine Bluff,A,L,67,76
Alabama A&M Bulldogs,Alabama State,H,L,62,69
Alabama A&M Bulldogs,Alcorn State,H,W,72,65
Alabama A&M Bulldogs,Southern,H,L,67,81
Alabama A&M Bulldogs,Texas Southern,A,L,62,64
Alabama A&M Bulldogs,Prairie View,A,L,57,61
Alabama A&M Bulldogs,Grambling,H,W,74,47
Alabama A&M Bulldogs,Jackson State,H,L,57,60
Alabama A&M Bulldogs,Grambling,N,W,59,51
Alabama A&M Bulldogs,Southern,N,L,59,72
Alabama Crimson Tide,South Dakota State,A,W,70,67
Alabama Crimson Tide,Oregon State,N,W,65,62
Alabama Crimson Tide,Villanova,N,W,77,55
Alabama Crimson Tide,Charleston Southern,A,W,59,46
Alabama Crimson Tide,Lamar,A,W,75,47
Alabama Crimson Tide,Cincinnati,H,L,56,58
Alabama Crimson Tide,Dayton,A,L,76,81
Alabama Crimson Tide,Virginia Commonwealth,H,L,54,73
Alabama Crimson Tide,Texas Tech,H,W,66,62
Alabama Crimson Tide,Mercer,A,L,59,66
Alabama Crimson Tide,Tulane,A,L,50,53
Alabama Crimson Tide,Oakland,A,W,65,45
Alabama Crimson Tide,Missouri,H,L,68,84
Alabama Crimson Tide,Tennessee,A,W,68,65
Alabama Crimson Tide,Mississippi State,H,W,75,43
Alabama Crimson Tide,Texas A&M,A,W,50,49
Alabama Crimson Tide,Kentucky,A,W,59,55
Alabama Crimson Tide,Tennessee,H,L,53,54
Alabama Crimson Tide,Arkansas,A,W,59,56
Alabama Crimson Tide,Vanderbilt,H,W,58,54
Alabama Crimson Tide,Auburn,H,L,37,49
Alabama Crimson Tide,Louisiana State,A,W,60,57
Alabama Crimson Tide,Georgia,H,W,52,45
Alabama Crimson Tide,South Carolina,A,W,68,58
Alabama Crimson Tide,Mississippi State,A,W,64,56
Alabama Crimson Tide,Louisiana State,H,L,94,97
Alabama Crimson Tide,Auburn,A,W,61,43
Alabama Crimson Tide,Florida,H,L,52,64
Alabama Crimson Tide,Mississippi,H,L,83,87
Alabama Crimson Tide,Georgia,A,W,61,58
Alabama Crimson Tide,Tennessee,N,W,58,48
Alabama Crimson Tide,Florida,N,L,51,61
Alabama Crimson Tide,Northeastern,A,W,62,43
Alabama Crimson Tide,Stanford,A,W,66,54
Alabama Crimson Tide,Maryland,A,L,57,58
Alabama State Hornets,Middle Tennessee,H,L,53,97
Alabama State Hornets,Florida,H,L,35,84
Alabama State Hornets,Central Florida,H,L,56,85
Alabama State Hornets,Savannah State,A,L,54,59
Alabama State Hornets,Troy,H,L,62,66
Alabama State Hornets,Chicago State,H,L,54,67
Alabama State Hornets,Detroit Mercy,H,L,68,81
Alabama State Hornets,Troy,A,W,74,68
Alabama State Hornets,Evansville,H,L,67,80
Alabama State Hornets,Georgia Tech,H,L,41,75
Alabama State Hornets,Pepperdine,N,L,58,66
Alabama State Hornets,Texas-Rio Grande Valley,N,L,70,76
Alabama State Hornets,Jackson State,A,W,70,66
Alabama State Hornets,Grambling,A,W,69,56
Alabama State Hornets,Arkansas-Pine Bluff,H,L,58,73
Alabama State Hornets,Mississippi Valley State,H,W,69,65
Alabama State Hornets,Alabama A&M,H,L,57,64
Alabama State Hornets,Southern,A,L,67,79
Alabama State Hornets,Alcorn State,A,W,49,46
Alabama State Hornets,Prairie View,H,L,72,74
Alabama State Hornets,Texas Southern,H,L,65,97
Alabama State Hornets,Arkansas-Pine Bluff,A,L,77,81
Alabama State Hornets,Mississippi Valley State,A,W,73,65
Alabama State Hornets,Alabama A&M,A,W,69,62
Alabama State Hornets,Southern,H,L,49,58
Alabama State Hornets,Alcorn State,H,W,66,58
Alabama State Hornets,Prairie View,A,L,56,65
Alabama State Hornets,Texas Southern,A,L,50,70
Alabama State Hornets,Jackson State,H,L,65,70
Alabama State Hornets,Grambling,H,W,74,62
Alabama State Hornets,Jackson State,N,L,59,66
Alabama-Birmingham Blazers,Creighton,H,L,60,77
Alabama-Birmingham Blazers,Navy,A,W,82,63
Alabama-Birmingham Blazers,Prairie View,A,W,76,70
Alabama-Birmingham Blazers,Illinois State,N,L,65,77
Alabama-Birmingham Blazers,Texas Christian,N,L,73,76
Alabama-Birmingham Blazers,Troy,H,W,75,55
Alabama-Birmingham Blazers,North Carolina,H,L,84,102
Alabama-Birmingham Blazers,Middle Tennessee,H,L,64,84
Alabama-Birmingham Blazers,South Alabama,A,W,92,78
Alabama-Birmingham Blazers,Rutgers,H,L,79,88
Alabama-Birmingham Blazers,Louisiana-Monroe,A,W,76,69
Alabama-Birmingham Blazers,Northeastern,A,W,83,63
Alabama-Birmingham Blazers,Georgia Southern,A,W,65,61
Alabama-Birmingham Blazers,Dayton,H,L,71,78
Alabama-Birmingham Blazers,Central Florida,H,L,48,64
Alabama-Birmingham Blazers,Memphis,A,L,53,69
Alabama-Birmingham Blazers,Southern Mississippi,H,L,59,74
Alabama-Birmingham Blazers,East Carolina,A,L,85,91
Alabama-Birmingham Blazers,Houston,H,L,61,66
Alabama-Birmingham Blazers,Texas-El Paso,A,W,78,72
Alabama-Birmingham Blazers,Southern Mississippi,A,L,75,79
Alabama-Birmingham Blazers,Tulsa,H,W,70,63
Alabama-Birmingham Blazers,Marshall,A,W,75,61
Alabama-Birmingham Blazers,East Carolina,H,L,61,74
Alabama-Birmingham Blazers,Rice,A,W,80,57
Alabama-Birmingham Blazers,Marshall,H,W,52,48
Alabama-Birmingham Blazers,Tulane,H,W,76,71
Alabama-Birmingham Blazers,Southern Methodist,A,W,74,69
Alabama-Birmingham Blazers,Central Florida,A,L,70,74
Alabama-Birmingham Blazers,Memphis,H,L,71,86
Alabama-Birmingham Blazers,Southern Methodist,N,W,53,52
Alabama-Birmingham Blazers,Southern Mississippi,N,L,66,81
Albany (NY) Great Danes,Duquesne,A,W,69,66
Albany (NY) Great Danes,Ohio State,H,L,60,82
Albany (NY) Great Danes,Washington,H,W,63,62
Albany (NY) Great Danes,Missouri-Kansas City,N,W,62,59
Albany (NY) Great Danes,Loyola (MD),N,L,64,67
Albany (NY) Great Danes,South Carolina State,H,W,83,55
Albany (NY) Great Danes,Wagner,A,W,66,63
Albany (NY) Great Danes,Siena,H,W,69,56
Albany (NY) Great Danes,St. Francis (NY),A,W,77,73
Albany (NY) Great Danes,Colgate,H,W,67,61
Albany (NY) Great Danes,South Carolina State,A,W,70,61
Albany (NY) Great Danes,Quinnipiac,A,L,57,59
Albany (NY) Great Danes,Navy,H,W,71,61
Albany (NY) Great Danes,Brown,A,W,57,50
Albany (NY) Great Danes,Maryland-Baltimore County,A,W,65,48
Albany (NY) Great Danes,Vermont,H,L,45,70
Albany (NY) Great Danes,Binghamton,H,W,71,59
Albany (NY) Great Danes,Maine,A,W,76,63
Albany (NY) Great Danes,New Hampshire,H,W,68,62
Albany (NY) Great Danes,Hartford,H,W,56,46
Albany (NY) Great Danes,Boston University,A,L,80,85
Albany (NY) Great Danes,Vermont,A,L,43,50
Albany (NY) Great Danes,Stony Brook,A,L,49,65
Albany (NY) Great Danes,Binghamton,A,W,79,46
Albany (NY) Great Danes,Maryland-Baltimore County,H,W,79,56
Albany (NY) Great Danes,Maine,H,L,52,66
Albany (NY) Great Danes,Hartford,A,W,75,49
Albany (NY) Great Danes,Boston University,H,L,69,79
Albany (NY) Great Danes,Fairfield,H,W,58,50
Albany (NY) Great Danes,New Hampshire,A,W,56,49
Albany (NY) Great Danes,Stony Brook,H,L,70,75
Albany (NY) Great Danes,Maine,A,W,50,49
Albany (NY) Great Danes,Stony Brook,N,W,61,59
Albany (NY) Great Danes,Vermont,H,W,53,49
Albany (NY) Great Danes,Duke,N,L,61,73
Alcorn State Braves,Missouri,H,L,54,91
Alcorn State Braves,Stanford,H,L,51,69
Alcorn State Braves,Florida Gulf Coast,H,L,48,50
Alcorn State Braves,Samford,N,W,69,65
Alcorn State Braves,Mississippi State,H,L,42,60
Alcorn State Braves,Jacksonville State,A,L,52,56
Alcorn State Braves,Arkansas,H,L,59,97
Alcorn State Braves,Temple,H,L,46,63
Alcorn State Braves,Detroit Mercy,A,L,58,74
Alcorn State Braves,Santa Clara,H,L,58,70
Alcorn State Braves,Southern Methodist,N,L,52,67
Alcorn State Braves,Canisius,H,L,74,87
Alcorn State Braves,Syracuse,H,L,36,57
Alcorn State Braves,Prairie View,A,W,68,54
Alcorn State Braves,Texas Southern,A,L,48,57
Alcorn State Braves,Jackson State,H,W,51,48
Alcorn State Braves,Grambling,H,W,80,46
Alcorn State Braves,Mississippi Valley State,A,W,72,67
Alcorn State Braves,Arkansas-Pine Bluff,A,L,52,62
Alcorn State Braves,Alabama A&M,H,W,69,59
Alcorn State Braves,Alabama State,H,L,46,49
Alcorn State Braves,Southern,A,W,61,57
Alcorn State Braves,Jackson State,A,L,71,84
Alcorn State Braves,Grambling,A,W,78,53
Alcorn State Braves,Mississippi Valley State,H,L,75,80
Alcorn State Braves,Arkansas-Pine Bluff,H,L,52,80
Alcorn State Braves,Alabama A&M,A,L,65,72
Alcorn State Braves,Alabama State,A,L,58,66
Alcorn State Braves,Southern,H,L,48,61
Alcorn State Braves,Prairie View,H,W,81,75
Alcorn State Braves,Texas Southern,H,L,59,78
Alcorn State Braves,Prairie View,N,L,59,67
American Eagles,Minnesota,H,L,36,72
American Eagles,Quinnipiac,H,W,61,55
American Eagles,Mount St. Mary's,A,W,62,57
American Eagles,San Francisco,A,L,53,67
American Eagles,Florida Atlantic,H,L,55,58
American Eagles,Saint Joseph's,H,L,55,74
American Eagles,Saint Francis (PA),A,W,61,51
American Eagles,Howard,H,L,50,55
American Eagles,Maryland-Baltimore County,H,W,73,70
American Eagles,Columbia,A,L,42,54
American Eagles,Hampton,H,L,65,72
American Eagles,Georgetown,H,L,48,65
American Eagles,Kansas,H,L,57,89
American Eagles,Maryland-Eastern Shore,A,W,63,49
American Eagles,Cornell,A,L,60,68
American Eagles,Colgate,H,W,72,63
American Eagles,Lehigh,A,L,57,63
American Eagles,Holy Cross,H,L,60,79
American Eagles,Navy,A,W,72,49
American Eagles,Army,H,L,64,77
American Eagles,Bucknell,A,L,55,56
American Eagles,Lafayette,A,W,68,64
American Eagles,Colgate,A,W,70,55
American Eagles,Lehigh,H,L,47,60
American Eagles,Holy Cross,A,W,64,61
American Eagles,Navy,H,L,44,50
American Eagles,Army,A,L,58,72
American Eagles,Bucknell,H,L,47,66
American Eagles,Lafayette,H,L,72,80
American Eagles,Army,H,L,44,65
Appalachian State Mountaineers,High Point,A,L,64,86
Appalachian State Mountaineers,Campbell,H,L,82,101
Appalachian State Mountaineers,East Carolina,H,L,72,82
Appalachian State Mountaineers,Virginia Tech,H,L,76,87
Appalachian State Mountaineers,Duquesne,A,L,72,73
Appalachian State Mountaineers,Missouri,H,L,56,72
Appalachian State Mountaineers,Western Carolina,H,L,64,70
Appalachian State Mountaineers,Missouri-Kansas City,H,W,81,71
Appalachian State Mountaineers,South Carolina,H,L,69,74
Appalachian State Mountaineers,Presbyterian,A,W,78,70
Appalachian State Mountaineers,Wofford,H,W,50,49
Appalachian State Mountaineers,Elon,A,W,80,70
Appalachian State Mountaineers,North Carolina-Greensboro,A,W,83,70
Appalachian State Mountaineers,Chattanooga,H,L,88,91
Appalachian State Mountaineers,Samford,H,L,68,72
Appalachian State Mountaineers,Georgia Southern,A,W,64,62
Appalachian State Mountaineers,Davidson,A,L,56,79
Appalachian State Mountaineers,College of Charleston,H,L,59,72
Appalachian State Mountaineers,Western Carolina,A,W,74,65
Appalachian State Mountaineers,Georgia Southern,H,W,91,86
Appalachian State Mountaineers,Davidson,H,L,52,87
Appalachian State Mountaineers,Furman,A,W,72,66
Appalachian State Mountaineers,Elon,H,L,58,61
Appalachian State Mountaineers,North Carolina-Greensboro,H,W,76,68
Appalachian State Mountaineers,Citadel,A,L,77,80
Appalachian State Mountaineers,Samford,A,W,70,67
Appalachian State Mountaineers,Chattanooga,A,W,86,60
Appalachian State Mountaineers,Furman,N,W,74,60
Appalachian State Mountaineers,Davidson,N,L,62,65
Arizona State Sun Devils,Central Arkansas,A,W,79,64
Arizona State Sun Devils,Florida A&M,A,W,97,70
Arizona State Sun Devils,Cornell,A,W,64,53
Arizona State Sun Devils,Arkansas,N,W,83,68
Arizona State Sun Devils,Creighton,N,L,73,87
Arizona State Sun Devils,Arkansas-Pine Bluff,A,W,67,54
Arizona State Sun Devils,Sacramento State,A,W,90,70
Arizona State Sun Devils,Hartford,A,W,71,63
Arizona State Sun Devils,Cal State Northridge,A,W,87,76
Arizona State Sun Devils,DePaul,A,L,61,78
Arizona State Sun Devils,Dartmouth,A,W,61,42
Arizona State Sun Devils,Texas Tech,H,W,77,62
Arizona State Sun Devils,Coppin State,A,W,68,52
Arizona State Sun Devils,Utah,A,W,55,54
Arizona State Sun Devils,Colorado,A,W,65,56
Arizona State Sun Devils,Oregon State,H,W,72,62
Arizona State Sun Devils,Oregon,H,L,65,68
Arizona State Sun Devils,Arizona,A,L,54,71
Arizona State Sun Devils,Southern California,A,W,98,93
Arizona State Sun Devils,UCLA,A,W,78,60
Arizona State Sun Devils,Washington State,H,W,63,59
Arizona State Sun Devils,Washington,H,L,92,96
Arizona State Sun Devils,University of California,A,W,66,62
Arizona State Sun Devils,Stanford,A,L,59,62
Arizona State Sun Devils,Utah,H,L,55,60
Arizona State Sun Devils,Colorado,H,W,63,62
Arizona State Sun Devils,Washington State,A,W,69,57
Arizona State Sun Devils,Washington,A,L,59,68
Arizona State Sun Devils,UCLA,H,L,74,79
Arizona State Sun Devils,Southern California,H,L,56,57
Arizona State Sun Devils,Arizona,H,L,58,73
Arizona State Sun Devils,Stanford,N,W,89,88
Arizona State Sun Devils,UCLA,N,L,75,80
Arizona State Sun Devils,Detroit Mercy,A,W,83,68
Arizona State Sun Devils,Baylor,H,L,86,89
Arizona Wildcats,Charleston Southern,A,W,82,73
Arizona Wildcats,Texas-El Paso,A,W,72,51
Arizona Wildcats,Long Beach State,A,W,94,72
Arizona Wildcats,Northern Arizona,A,W,93,50
Arizona Wildcats,Texas Tech,H,W,85,57
Arizona Wildcats,Southern Mississippi,A,W,63,55
Arizona Wildcats,Clemson,H,W,66,54
Arizona Wildcats,Florida,A,W,65,64
Arizona Wildcats,Oral Roberts,A,W,89,64
Arizona Wildcats,East Tennessee State,N,W,73,53
Arizona Wildcats,Miami (FL),N,W,69,50
Arizona Wildcats,San Diego State,N,W,68,67
Arizona Wildcats,Colorado,A,W,92,83
Arizona Wildcats,Utah,A,W,60,57
Arizona Wildcats,Oregon,H,L,66,70
Arizona Wildcats,Oregon State,H,W,80,70
Arizona Wildcats,Arizona State,H,W,71,54
Arizona Wildcats,UCLA,A,L,73,84
Arizona Wildcats,Southern California,A,W,74,50
Arizona Wildcats,Washington,H,W,57,53
Arizona Wildcats,Washington State,H,W,79,65
Arizona Wildcats,Stanford,A,W,73,66
Arizona Wildcats,University of California,A,L,69,77
Arizona Wildcats,Colorado,H,L,58,71
Arizona Wildcats,Utah,H,W,68,64
Arizona Wildcats,Washington,A,W,70,52
Arizona Wildcats,Washington State,A,W,73,56
Arizona Wildcats,Southern California,H,L,78,89
Arizona Wildcats,UCLA,H,L,69,74
Arizona Wildcats,Arizona State,A,W,73,58
Arizona Wildcats,Colorado,N,W,79,69
Arizona Wildcats,UCLA,N,L,64,66
Arizona Wildcats,Belmont,N,W,81,64
Arizona Wildcats,Harvard,N,W,74,51
Arizona Wildcats,Ohio State,N,L,70,73
Arkansas Razorbacks,Sam Houston State,A,W,73,68
Arkansas Razorbacks,Longwood,A,W,112,63
Arkansas Razorbacks,Florida A&M,A,W,89,60
Arkansas Razorbacks,Arizona State,N,L,68,83
Arkansas Razorbacks,Wisconsin,N,L,70,77
Arkansas Razorbacks,Syracuse,A,L,82,91
Arkansas Razorbacks,Oklahoma,A,W,81,78
Arkansas Razorbacks,Michigan,H,L,67,80
Arkansas Razorbacks,Alcorn State,A,W,97,59
Arkansas Razorbacks,Robert Morris,A,W,79,74
Arkansas Razorbacks,Alabama A&M,N,W,95,68
Arkansas Razorbacks,Northwestern State,A,W,79,61
Arkansas Razorbacks,Delaware State,A,W,86,51
Arkansas Razorbacks,Texas A&M,H,L,51,69
Arkansas Razorbacks,Vanderbilt,A,W,56,33
Arkansas Razorbacks,Auburn,A,W,88,80
Arkansas Razorbacks,Mississippi,H,L,64,76
Arkansas Razorbacks,Mississippi State,A,W,96,70
Arkansas Razorbacks,South Carolina,H,L,54,75
Arkansas Razorbacks,Alabama,H,L,56,59
Arkansas Razorbacks,Tennessee,A,W,73,60
Arkansas Razorbacks,Florida,A,W,80,69
Arkansas Razorbacks,Vanderbilt,H,L,49,67
Arkansas Razorbacks,Auburn,H,W,83,75
Arkansas Razorbacks,Missouri,A,W,73,71
Arkansas Razorbacks,Georgia,A,W,62,60
